age,years_employed,annual_income,credit_score,debt_to_income_ratio,num_existing_loans,previous_defaults,loan_amount,loan_term_months,loan_purpose,avg_monthly_balance,months_as_customer,default
45,8,24700.0,520,0.25,0,1,13000.0,36,debt_consolidation,609.31,208,0
54,19,28600.0,569,0.3,0,0,16000.0,12,home_improvement,787.32,184,0
46,7,25000.0,622,0.36,2,0,6000.0,36,business,1259.15,99,0
54,30,37200.0,562,0.17,2,0,24000.0,36,education,1173.07,198,0
33,4,20200.0,506,0.39,1,1,18500.0,60,home_improvement,707.79,59,1
32,3,20800.0,542,0.41,1,0,5000.0,24,education,921.0,126,0
31,7,21200.0,448,0.25,0,0,5000.0,48,business,539.87,127,0
43,13,27700.0,592,0.25,1,0,5000.0,24,debt_consolidation,850.91,85,0
31,3,28500.0,575,0.27,2,0,18500.0,12,home_improvement,811.65,38,0
46,8,34800.0,530,0.28,2,0,21000.0,36,personal,1003.3,42,0
42,13,21400.0,445,0.26,0,0,19000.0,12,debt_consolidation,346.4,71,0
24,3,18000.0,480,0.27,0,0,5000.0,48,debt_consolidation,610.73,63,0
38,4,20500.0,482,0.49,2,0,12000.0,48,personal,116.19,93,0
51,3,32400.0,480,0.28,2,0,25000.0,24,personal,100.0,144,0
36,10,20400.0,511,0.58,2,1,8500.0,48,home_improvement,308.87,106,0
37,3,29300.0,537,0.19,2,0,24000.0,12,personal,836.14,89,0
42,4,15000.0,554,0.16,0,0,5000.0,24,debt_consolidation,115.14,36,0
22,1,25700.0,475,0.26,1,0,22000.0,24,personal,863.49,9,1
28,4,18400.0,499,0.36,1,0,11000.0,48,debt_consolidation,1001.71,23,0
44,6,26900.0,537,0.51,1,0,23500.0,48,personal,652.94,86,0
30,3,16900.0,469,0.4,1,0,5000.0,36,personal,262.57,68,0
57,18,20200.0,593,0.4,0,0,18000.0,60,personal,548.22,113,0
52,12,48200.0,690,0.31,1,0,19000.0,24,personal,2404.62,92,0
33,4,25000.0,490,0.24,2,0,13500.0,12,personal,259.9,51,0
32,3,37100.0,594,0.13,1,0,5000.0,36,debt_consolidation,1576.63,24,0
30,4,19700.0,513,0.31,0,0,8500.0,12,personal,608.47,62,0
34,11,30200.0,509,0.29,1,0,22000.0,48,home_improvement,1332.26,78,0
35,9,17000.0,523,0.23,0,0,11000.0,60,home_improvement,283.87,64,0
49,2,42700.0,559,0.67,5,0,5000.0,24,personal,2314.48,127,0
49,14,41600.0,527,0.25,1,0,14500.0,12,home_improvement,1933.1,145,0
39,18,54600.0,416,0.22,2,0,20000.0,12,personal,1040.86,42,0
35,8,19900.0,468,0.14,0,1,5000.0,48,personal,640.22,109,0
60,22,53400.0,547,0.14,1,0,8500.0,24,education,485.69,166,0
33,4,33900.0,496,0.15,0,0,11500.0,12,education,1008.12,51,0
33,9,21900.0,484,0.46,3,1,5000.0,36,business,670.84,70,0
38,13,46600.0,458,0.37,4,0,7500.0,36,home_improvement,704.39,73,0
35,6,15000.0,485,0.21,1,0,5000.0,60,personal,276.11,55,0
38,11,51100.0,560,0.26,2,1,25000.0,12,home_improvement,806.83,110,0
59,20,45400.0,458,0.18,1,0,11000.0,60,personal,419.62,124,0
43,7,15000.0,428,0.28,2,0,5000.0,24,debt_consolidation,444.22,96,0
57,21,41800.0,483,0.16,0,0,7000.0,12,debt_consolidation,1709.15,115,0
46,20,31300.0,537,0.05,0,0,5000.0,24,business,963.2,36,0
40,0,15000.0,559,0.38,1,0,6500.0,12,debt_consolidation,225.23,42,0
55,17,49600.0,646,0.23,2,0,13000.0,48,debt_consolidation,199.97,67,0
33,3,17300.0,440,0.28,1,0,5000.0,48,personal,473.06,5,0
29,8,20200.0,553,0.17,1,0,5000.0,12,debt_consolidation,383.93,86,0
58,25,60900.0,638,0.3,1,0,21000.0,24,personal,762.58,38,0
41,6,33900.0,648,0.53,4,0,9000.0,24,personal,706.48,60,0
55,13,38700.0,569,0.34,2,0,16000.0,48,education,746.46,115,0
50,12,34300.0,548,0.25,1,0,14000.0,48,personal,1154.01,6,0
47,24,25700.0,536,0.22,1,0,10500.0,60,home_improvement,1214.47,83,0
54,6,23200.0,444,0.28,3,0,13500.0,48,home_improvement,499.91,145,0
41,8,33600.0,547,0.4,1,1,18000.0,24,home_improvement,1207.43,22,0
49,8,16900.0,539,0.39,1,0,5000.0,12,home_improvement,672.59,106,0
42,13,57200.0,611,0.53,5,0,17000.0,60,personal,2840.8,94,0
31,5,20600.0,548,0.29,2,0,20000.0,24,personal,276.15,47,0
38,8,31200.0,526,0.19,0,0,5000.0,24,home_improvement,593.52,36,0
40,7,21200.0,474,0.36,1,1,5000.0,24,home_improvement,647.67,66,0
42,15,27500.0,497,0.2,2,0,7500.0,12,personal,665.63,94,0
33,8,48300.0,540,0.25,2,0,27000.0,48,debt_consolidation,833.33,109,0
46,5,30100.0,390,0.33,1,0,13500.0,48,home_improvement,549.77,128,1
51,13,37000.0,534,0.21,0,0,18000.0,60,education,1317.8,52,0
46,18,18800.0,561,0.3,3,1,14000.0,12,debt_consolidation,797.36,159,0
38,5,21900.0,482,0.2,1,1,10000.0,48,personal,299.19,72,0
47,5,28000.0,437,0.3,3,1,5000.0,36,debt_consolidation,1181.85,132,0
57,16,30000.0,707,0.1,0,1,31500.0,48,home_improvement,773.03,57,0
50,15,36800.0,523,0.18,0,1,8500.0,12,debt_consolidation,1411.23,125,0
57,11,27900.0,569,0.4,1,0,34500.0,12,debt_consolidation,808.33,168,0
34,8,26100.0,570,0.24,1,0,11000.0,24,debt_consolidation,425.24,60,0
29,2,26700.0,590,0.11,0,2,8000.0,36,home_improvement,1069.89,7,0
22,2,25600.0,408,0.06,0,1,5000.0,48,debt_consolidation,626.39,32,0
39,13,46800.0,431,0.27,1,1,32500.0,36,personal,1000.95,110,0
38,8,22900.0,453,0.35,0,0,18000.0,60,home_improvement,750.85,96,0
27,3,15200.0,533,0.41,0,0,9000.0,60,debt_consolidation,668.92,14,0
38,4,20100.0,616,0.55,0,0,15000.0,36,personal,917.47,57,0
55,2,37000.0,471,0.1,0,1,15500.0,48,debt_consolidation,904.91,120,0
48,6,42100.0,580,0.45,3,0,18000.0,36,home_improvement,1737.38,63,0
43,4,15000.0,480,0.22,0,0,5000.0,24,home_improvement,100.0,85,0
49,8,70400.0,550,0.28,3,0,27500.0,24,education,1032.84,148,0
27,2,20800.0,460,0.14,1,0,13000.0,12,home_improvement,100.0,15,0
28,3,21100.0,521,0.21,2,0,5000.0,24,personal,765.3,38,0
33,3,19500.0,459,0.26,3,0,17500.0,48,home_improvement,245.78,109,0
32,4,15000.0,545,0.34,3,0,18500.0,36,debt_consolidation,490.34,27,0
54,0,35100.0,466,0.34,1,0,19000.0,36,personal,1729.06,133,0
53,21,25500.0,577,0.08,0,0,14500.0,48,personal,870.8,13,0
35,12,25000.0,566,0.47,3,0,5000.0,12,personal,432.34,6,0
43,16,58700.0,530,0.28,1,1,18500.0,48,home_improvement,1681.06,48,0
30,8,49400.0,441,0.07,0,0,19000.0,24,personal,1137.31,58,0
45,6,30400.0,518,0.17,0,0,15000.0,36,personal,1018.71,59,0
39,5,63800.0,482,0.1,0,0,20500.0,60,business,1996.89,46,0
39,3,35500.0,509,0.37,3,0,19000.0,24,business,1221.12,67,0
35,8,26700.0,465,0.35,0,1,17000.0,48,personal,181.31,90,1
33,4,16600.0,581,0.58,5,0,6000.0,36,home_improvement,872.32,30,0
39,8,41500.0,626,0.17,0,0,5000.0,24,home_improvement,838.29,68,0
38,10,33200.0,549,0.27,0,1,25500.0,24,debt_consolidation,694.06,153,0
29,3,33400.0,450,0.29,1,0,10500.0,48,debt_consolidation,177.24,30,0
49,25,54500.0,627,0.27,1,1,8500.0,12,business,1476.29,108,0
37,9,39900.0,611,0.32,1,1,5000.0,36,education,320.85,11,0
40,6,27600.0,393,0.2,1,0,9500.0,12,personal,1584.52,63,0
56,13,24800.0,621,0.15,0,0,5000.0,24,debt_consolidation,230.52,45,0
34,6,17600.0,496,0.26,0,0,8000.0,36,business,289.05,45,0
34,7,24900.0,586,0.33,1,0,5000.0,12,debt_consolidation,826.69,33,0
51,10,26800.0,649,0.23,1,1,5000.0,24,home_improvement,594.39,93,0
41,8,21900.0,523,0.35,2,1,5000.0,36,personal,355.69,89,0
24,2,15000.0,546,0.26,0,1,5000.0,36,home_improvement,185.54,24,0
28,3,15000.0,329,0.42,1,0,5000.0,48,business,710.21,88,0
27,4,23200.0,385,0.05,0,0,5000.0,24,education,777.85,26,0
48,19,69800.0,499,0.5,3,0,38500.0,60,debt_consolidation,621.75,68,0
26,5,30600.0,510,0.15,0,0,8500.0,48,home_improvement,1271.74,3,0
37,11,39000.0,459,0.15,1,0,11500.0,48,education,1605.44,32,0
36,4,15000.0,315,0.11,0,0,9500.0,24,personal,263.47,131,0
49,2,15000.0,589,0.33,2,0,9000.0,60,debt_consolidation,591.28,39,0
46,13,47300.0,560,0.18,1,0,19500.0,24,business,1445.42,47,0
35,9,30300.0,505,0.17,0,0,9500.0,24,personal,643.18,25,0
38,3,41600.0,453,0.32,0,0,8000.0,60,education,194.95,30,0
35,9,31900.0,398,0.27,1,0,5500.0,60,debt_consolidation,144.49,78,0
51,7,45700.0,531,0.39,2,0,18500.0,48,personal,2194.47,175,0
50,3,23100.0,480,0.22,0,0,5000.0,48,personal,637.37,84,0
30,6,20000.0,548,0.31,1,0,12000.0,12,business,529.71,47,0
25,1,23900.0,509,0.15,0,0,13500.0,12,education,482.38,19,0
23,4,15000.0,464,0.17,0,0,5000.0,12,personal,328.69,28,0
58,4,29200.0,512,0.18,1,0,15500.0,48,home_improvement,397.77,184,0
34,7,35500.0,512,0.51,2,1,19500.0,12,personal,1044.14,68,0
39,10,41100.0,497,0.23,1,0,5000.0,12,personal,1706.6,69,0
46,2,25800.0,474,0.19,0,0,5000.0,36,personal,797.26,95,0
43,9,29000.0,566,0.09,0,0,13000.0,36,debt_consolidation,848.1,49,0
36,12,31800.0,513,0.06,0,0,25000.0,24,education,959.33,50,0
33,4,21500.0,449,0.26,0,0,10000.0,60,personal,559.88,48,0
47,5,34800.0,603,0.18,0,0,26000.0,12,business,1224.73,86,0
53,25,22100.0,403,0.51,2,0,5000.0,24,education,100.0,129,0
50,9,22400.0,448,0.21,1,0,12500.0,48,personal,311.78,170,0
29,4,17700.0,562,0.43,1,0,5000.0,12,home_improvement,703.08,47,0
49,21,19700.0,552,0.41,1,1,9000.0,48,home_improvement,1017.68,81,0
48,17,22200.0,434,0.27,0,0,5000.0,36,personal,612.48,59,0
43,7,15500.0,482,0.31,2,0,20500.0,36,home_improvement,346.53,45,0
42,6,32800.0,631,0.18,2,1,11000.0,60,debt_consolidation,437.85,122,0
45,7,23400.0,534,0.15,0,0,5000.0,24,debt_consolidation,719.77,107,0
48,17,69700.0,534,0.35,1,0,36000.0,24,education,261.15,150,0
44,2,41100.0,570,0.43,2,0,24000.0,24,business,880.74,65,0
38,1,16000.0,472,0.14,0,0,5000.0,48,home_improvement,601.04,96,0
47,11,32900.0,574,0.34,2,1,5000.0,36,business,1301.25,39,0
39,13,25000.0,524,0.17,1,0,21000.0,60,business,100.0,81,0
29,2,22000.0,435,0.41,1,0,11000.0,12,business,677.5,67,0
42,18,15000.0,424,0.25,2,0,11000.0,12,home_improvement,624.66,38,0
47,16,26700.0,590,0.08,0,1,5000.0,36,home_improvement,416.43,54,0
38,9,22300.0,427,0.35,1,0,17500.0,24,business,708.54,99,0
25,6,38500.0,383,0.16,0,1,11500.0,60,home_improvement,878.0,18,0
45,5,26600.0,431,0.18,0,0,10500.0,48,debt_consolidation,1522.06,133,0
53,13,36300.0,519,0.35,1,0,17000.0,24,home_improvement,1389.45,89,0
33,11,26100.0,430,0.25,0,0,13000.0,24,personal,949.2,21,0
40,7,16800.0,443,0.11,0,0,8500.0,12,home_improvement,604.33,125,0
37,9,45600.0,619,0.22,2,0,7000.0,60,business,1130.32,46,0
50,2,31300.0,598,0.3,3,1,12500.0,24,home_improvement,1079.01,101,0
33,6,15000.0,554,0.39,3,0,5000.0,24,debt_consolidation,547.77,19,0
37,4,17900.0,433,0.29,1,0,5000.0,48,home_improvement,370.4,96,0
46,14,20800.0,559,0.19,0,0,20000.0,12,home_improvement,565.29,114,0
27,2,50200.0,533,0.09,0,0,8500.0,36,home_improvement,2250.11,17,0
41,5,23300.0,570,0.25,0,0,13000.0,24,personal,399.59,128,0
52,18,54300.0,596,0.22,0,0,10500.0,12,personal,1639.42,47,0
60,11,20300.0,605,0.12,1,0,5000.0,24,personal,785.27,144,0
37,15,40200.0,461,0.26,3,0,21000.0,60,education,846.37,88,0
40,2,41000.0,523,0.38,4,0,14000.0,36,personal,1160.18,85,0
50,2,19300.0,556,0.52,2,0,5000.0,24,personal,793.58,121,0
38,7,41900.0,475,0.33,0,1,8000.0,12,home_improvement,892.87,32,0
52,24,74800.0,560,0.19,2,0,27500.0,36,personal,1892.45,36,0
41,6,30900.0,352,0.09,0,0,11000.0,24,business,1053.29,34,0
52,10,35400.0,503,0.23,2,1,8000.0,36,debt_consolidation,929.82,46,0
28,3,27700.0,516,0.52,2,0,7000.0,48,personal,361.43,62,0
34,7,21000.0,453,0.27,2,1,14500.0,48,personal,923.79,41,1
41,12,44100.0,585,0.15,2,0,8500.0,12,personal,1152.41,145,0
48,4,26900.0,533,0.43,2,0,14000.0,48,debt_consolidation,1196.46,82,0
28,6,31000.0,445,0.24,0,0,5000.0,60,debt_consolidation,1154.96,46,0
25,1,20700.0,466,0.13,1,0,5000.0,48,personal,566.78,35,0
38,4,38800.0,551,0.25,3,0,14500.0,24,home_improvement,1930.09,73,0
26,1,20400.0,557,0.12,0,0,30000.0,24,debt_consolidation,532.62,21,0
58,11,97500.0,662,0.07,1,0,15500.0,12,home_improvement,2965.64,83,0
44,18,17200.0,554,0.48,4,0,5000.0,36,personal,347.27,35,0
49,12,35000.0,653,0.21,1,0,13000.0,36,home_improvement,938.88,70,0
58,17,74200.0,496,0.18,2,0,22500.0,24,debt_consolidation,761.84,143,0
38,5,55600.0,481,0.32,2,0,5000.0,24,home_improvement,994.24,21,0
41,12,31700.0,470,0.24,1,1,5000.0,36,business,618.88,34,0
39,11,47200.0,637,0.19,0,0,12500.0,12,debt_consolidation,1580.85,52,0
27,3,28600.0,463,0.25,0,0,10500.0,36,home_improvement,986.19,29,0
47,19,63500.0,557,0.14,2,0,30000.0,48,home_improvement,1156.52,103,0
32,9,33200.0,495,0.48,3,1,22000.0,24,home_improvement,1371.28,77,0
36,7,15000.0,473,0.27,1,0,5000.0,48,debt_consolidation,204.5,48,0
26,3,19300.0,437,0.2,0,0,10500.0,60,personal,567.14,37,0
30,2,15000.0,464,0.37,3,0,8500.0,36,education,332.57,53,0
28,5,15000.0,489,0.24,0,0,22500.0,12,debt_consolidation,608.15,46,0
26,2,32000.0,502,0.32,3,0,5500.0,60,personal,589.16,68,0
34,5,33800.0,401,0.17,1,0,13000.0,24,personal,1216.34,85,0
57,9,23000.0,464,0.1,0,0,10000.0,60,debt_consolidation,753.78,69,0
28,2,20300.0,390,0.34,2,1,6500.0,12,business,334.89,58,0
27,5,38500.0,576,0.25,1,0,11500.0,36,personal,1007.64,34,0
36,11,28000.0,485,0.3,0,0,5000.0,12,debt_consolidation,549.36,30,0
42,11,31800.0,463,0.17,1,0,19000.0,24,debt_consolidation,1226.45,107,0
40,5,19000.0,456,0.33,1,1,5000.0,60,education,881.02,74,0
31,9,18300.0,448,0.21,1,1,14000.0,12,personal,434.63,33,0
38,14,32700.0,630,0.19,0,0,21500.0,12,education,1155.21,65,0
32,7,20000.0,524,0.22,0,0,13500.0,48,personal,791.97,78,0
52,7,60700.0,562,0.23,3,0,13000.0,24,home_improvement,1250.48,158,0
46,15,55200.0,469,0.67,6,0,16000.0,24,personal,2178.49,297,0
42,4,28200.0,487,0.21,1,1,5000.0,24,personal,996.91,105,0
25,3,21300.0,492,0.07,0,0,9500.0,36,business,242.38,6,0
31,11,40100.0,564,0.15,1,0,5000.0,12,personal,1295.72,52,0
42,13,42000.0,478,0.34,2,0,15000.0,36,personal,1836.38,151,0
44,14,49500.0,595,0.32,0,1,8500.0,36,personal,1847.04,71,0
49,12,65900.0,601,0.2,0,0,35500.0,60,debt_consolidation,1433.52,152,0
41,3,27800.0,543,0.26,1,1,6000.0,12,business,378.21,85,0
24,3,45700.0,602,0.11,0,0,6000.0,36,personal,891.51,41,0
43,10,36600.0,539,0.12,0,0,26000.0,36,personal,259.07,50,0
27,3,26900.0,424,0.45,0,0,8000.0,36,home_improvement,1205.31,41,0
53,9,35300.0,552,0.25,1,0,18500.0,24,debt_consolidation,726.7,118,0
46,11,15000.0,482,0.29,1,0,10000.0,12,home_improvement,240.01,22,0
45,3,32600.0,497,0.17,2,1,5000.0,36,business,512.97,145,0
63,25,34600.0,617,0.35,0,0,24000.0,48,personal,1627.85,158,0
26,4,26100.0,559,0.4,1,0,7000.0,12,home_improvement,930.76,85,0
27,4,20400.0,422,0.15,0,0,5000.0,48,debt_consolidation,395.13,40,0
31,2,18200.0,528,0.51,5,0,6000.0,24,personal,723.26,52,0
58,11,46300.0,676,0.2,1,0,10000.0,60,home_improvement,1476.34,16,0
38,2,27600.0,514,0.23,1,1,8500.0,48,debt_consolidation,1124.98,59,0
23,0,15000.0,504,0.1,0,0,5000.0,60,debt_consolidation,175.66,46,0
37,8,40900.0,626,0.39,1,0,10500.0,48,debt_consolidation,1391.53,21,0
43,16,45000.0,583,0.28,0,0,13500.0,36,home_improvement,826.82,85,0
41,15,64000.0,542,0.46,2,0,21000.0,12,home_improvement,112.57,3,0
59,22,54600.0,527,0.4,2,1,16500.0,48,home_improvement,1675.63,67,0
25,2,17100.0,340,0.2,1,0,5000.0,24,home_improvement,625.99,75,0
43,7,35200.0,473,0.15,1,0,14500.0,60,personal,920.84,98,0
49,6,20200.0,477,0.12,0,0,5000.0,60,debt_consolidation,640.96,185,0
31,4,20900.0,404,0.14,1,0,5000.0,24,home_improvement,604.89,19,0
25,4,29900.0,464,0.1,1,1,12500.0,12,debt_consolidation,1496.24,70,0
29,3,15000.0,461,0.27,2,0,5000.0,24,education,421.77,57,0
36,6,39500.0,620,0.54,2,0,11500.0,60,business,823.32,69,0
31,7,19300.0,502,0.18,0,0,18500.0,48,debt_consolidation,204.03,49,0
25,3,25500.0,493,0.39,3,0,5000.0,24,debt_consolidation,979.18,38,0
46,15,42200.0,569,0.48,1,0,17000.0,12,home_improvement,1563.0,42,0
49,9,64000.0,587,0.16,0,1,14500.0,48,home_improvement,1976.46,127,0
44,7,23500.0,409,0.4,1,0,5000.0,48,business,157.89,60,0
30,3,57300.0,472,0.37,1,0,17000.0,24,personal,1365.86,16,0
30,3,26200.0,457,0.3,3,0,9000.0,24,personal,599.88,52,0
27,6,28000.0,550,0.29,0,0,15000.0,24,debt_consolidation,744.58,44,0
32,10,25800.0,402,0.56,3,1,23000.0,60,personal,762.2,57,1
41,4,22600.0,528,0.13,1,0,5000.0,24,personal,356.47,117,0
29,2,38300.0,509,0.06,0,0,11000.0,12,business,954.66,41,0
29,1,15000.0,538,0.23,0,1,5000.0,48,business,224.97,84,0
45,10,21300.0,526,0.28,2,1,20000.0,60,home_improvement,679.33,220,0
43,11,50300.0,565,0.52,2,0,27500.0,12,home_improvement,751.25,50,0
55,17,49800.0,590,0.37,1,0,16000.0,24,home_improvement,965.16,200,0
38,8,36600.0,425,0.14,1,1,7000.0,24,business,877.64,124,0
56,7,27100.0,501,0.37,0,0,18000.0,60,home_improvement,948.44,162,0
49,13,31100.0,507,0.35,1,0,8500.0,12,personal,1030.14,126,0
30,7,21500.0,561,0.33,2,0,9500.0,36,personal,271.33,21,0
34,5,15000.0,421,0.14,0,0,9000.0,36,debt_consolidation,412.95,79,0
53,7,33600.0,511,0.43,2,0,5000.0,36,business,1597.86,220,0
36,6,68400.0,562,0.18,1,0,16000.0,24,personal,1215.48,21,0
34,8,25700.0,459,0.12,1,1,17500.0,12,education,674.04,50,0
40,4,41800.0,535,0.17,0,0,13000.0,36,home_improvement,1833.01,48,0
42,10,43900.0,597,0.09,0,0,16000.0,60,personal,1243.21,45,0
40,12,24200.0,467,0.22,1,0,5000.0,60,personal,959.39,39,0
57,15,77900.0,585,0.31,3,0,26000.0,36,personal,2208.92,35,0
34,10,23100.0,384,0.39,1,0,13500.0,12,personal,143.95,38,0
54,24,33800.0,490,0.27,0,0,24500.0,60,personal,1066.82,114,0
21,1,15000.0,480,0.33,1,1,9500.0,36,home_improvement,332.92,62,0
56,19,27700.0,440,0.18,1,0,5000.0,36,personal,225.75,57,0
43,12,18200.0,498,0.2,1,0,7500.0,24,debt_consolidation,123.74,86,0
25,2,18800.0,413,0.23,1,0,12500.0,60,personal,162.98,29,0
38,6,15000.0,558,0.33,1,0,18000.0,36,home_improvement,474.78,38,0
33,4,21400.0,475,0.13,1,0,11000.0,36,personal,778.66,64,0
26,4,22600.0,460,0.2,1,0,19500.0,24,home_improvement,499.82,25,0
31,6,38100.0,539,0.35,4,0,19500.0,48,education,773.22,64,0
39,8,23300.0,574,0.24,1,1,8500.0,48,personal,526.13,57,0
33,8,36000.0,477,0.32,2,0,18000.0,24,business,1874.08,37,0
44,11,24100.0,434,0.16,1,0,17000.0,12,personal,219.86,144,0
56,30,49900.0,587,0.32,0,0,12000.0,12,home_improvement,1483.49,97,0
47,3,50100.0,510,0.34,4,1,21000.0,12,home_improvement,1779.35,119,0
45,18,41900.0,562,0.32,0,1,9000.0,36,debt_consolidation,276.39,80,1
24,0,29700.0,549,0.15,1,0,11500.0,36,debt_consolidation,512.94,10,0
52,13,44000.0,502,0.2,2,0,9500.0,60,personal,1195.64,72,0
42,8,31800.0,597,0.48,2,0,17000.0,48,personal,561.59,43,0
37,6,22500.0,563,0.21,2,0,24000.0,60,debt_consolidation,392.4,12,0
39,13,24500.0,499,0.35,0,2,8500.0,60,debt_consolidation,637.44,39,0
33,6,15300.0,526,0.27,2,0,17500.0,24,personal,441.46,12,0
53,5,44300.0,560,0.4,3,0,13500.0,24,business,609.03,102,0
34,5,15000.0,493,0.4,1,2,12000.0,12,personal,398.97,33,0
28,5,18000.0,417,0.36,0,0,15500.0,24,business,436.66,26,0
49,9,51200.0,518,0.23,1,0,27500.0,24,home_improvement,2855.22,130,0
48,14,42600.0,505,0.25,1,0,14000.0,48,personal,1408.57,148,0
42,17,44000.0,619,0.59,1,0,18500.0,60,personal,1464.24,42,0
43,16,66900.0,630,0.24,1,1,9500.0,36,debt_consolidation,812.88,94,0
50,5,38300.0,517,0.29,1,0,10500.0,36,business,220.92,145,0
34,3,20200.0,510,0.29,1,1,5000.0,12,education,694.49,29,0
52,12,56600.0,721,0.35,1,0,26000.0,12,debt_consolidation,2366.56,129,1
36,3,30300.0,502,0.32,2,1,19500.0,48,debt_consolidation,1327.26,48,0
58,23,50800.0,693,0.59,6,0,21500.0,24,home_improvement,2450.59,158,0
40,5,17700.0,550,0.3,2,0,20500.0,12,business,321.31,41,0
39,13,34000.0,578,0.42,4,0,13000.0,12,personal,908.03,79,0
47,8,30100.0,564,0.19,1,0,5000.0,36,home_improvement,728.93,154,0
44,11,42000.0,552,0.2,2,0,12500.0,48,home_improvement,1099.71,109,0
26,2,32400.0,482,0.52,2,0,8500.0,60,debt_consolidation,139.76,28,0
53,14,33800.0,519,0.3,0,1,11500.0,60,personal,1184.75,89,0
28,3,17100.0,477,0.36,0,0,14500.0,24,home_improvement,305.94,5,0
44,8,29800.0,449,0.37,2,1,20500.0,24,home_improvement,1243.08,113,0
58,5,28800.0,753,0.51,2,0,16000.0,36,home_improvement,147.86,79,0
42,10,102200.0,576,0.4,6,0,46000.0,36,business,2695.09,106,0
31,2,15500.0,482,0.26,2,0,5000.0,12,debt_consolidation,700.87,76,0
47,17,67600.0,581,0.16,1,0,29500.0,60,business,1623.99,114,0
52,25,81300.0,536,0.18,2,1,22500.0,36,business,874.72,150,0
45,10,33500.0,563,0.24,2,0,13000.0,12,education,1083.14,73,0
48,11,26800.0,564,0.18,1,0,5000.0,24,education,1280.74,140,0
34,3,30600.0,524,0.16,0,1,7000.0,48,personal,898.1,27,0
29,3,36600.0,543,0.24,0,0,7500.0,12,home_improvement,1722.74,1,0
35,11,25900.0,467,0.08,0,0,5000.0,12,home_improvement,1311.36,60,0
54,31,67600.0,569,0.04,0,0,22000.0,36,business,2329.82,212,0
50,10,25800.0,500,0.15,0,0,5000.0,48,education,872.16,36,0
29,5,15600.0,529,0.23,0,1,20500.0,36,education,541.23,19,0
44,13,26900.0,589,0.4,0,0,12500.0,48,home_improvement,355.02,180,0
49,11,48100.0,522,0.43,2,0,5000.0,24,personal,910.63,162,0
37,10,33300.0,514,0.34,1,1,14000.0,60,education,957.37,84,0
39,11,34000.0,564,0.19,1,0,12000.0,48,business,312.79,200,0
41,6,38900.0,582,0.28,3,0,20000.0,60,personal,1201.6,66,1
35,6,19500.0,488,0.41,0,0,7500.0,36,personal,223.34,64,0
50,9,49700.0,568,0.2,2,0,6500.0,60,personal,1203.82,18,0
38,8,39400.0,609,0.16,1,0,5000.0,12,business,785.04,24,0
30,7,17600.0,537,0.36,0,0,20000.0,60,business,650.53,15,0
40,8,15000.0,521,0.14,0,1,11000.0,24,business,100.0,120,0
30,6,15300.0,473,0.21,2,0,16500.0,60,business,239.11,40,0
52,10,19100.0,511,0.31,0,0,23000.0,36,personal,136.84,204,0
51,12,44000.0,571,0.36,2,0,16000.0,48,education,1419.9,104,0
57,31,57500.0,524,0.31,4,0,10500.0,36,personal,564.44,52,0
40,7,38100.0,584,0.38,2,0,20000.0,36,personal,988.71,46,0
46,5,17900.0,519,0.32,1,1,8500.0,12,home_improvement,233.54,49,0
38,5,60000.0,550,0.28,2,0,20500.0,48,personal,1929.24,47,0
40,7,15000.0,476,0.41,2,0,5000.0,36,home_improvement,250.58,177,0
32,1,34200.0,426,0.12,0,0,9000.0,36,home_improvement,873.77,97,0
37,15,48000.0,518,0.14,1,0,31000.0,36,personal,100.0,42,0
33,8,27800.0,506,0.32,2,0,5000.0,24,personal,1417.14,107,0
39,10,27800.0,618,0.14,0,0,16000.0,48,personal,1122.27,51,0
41,8,41000.0,503,0.24,1,1,18000.0,36,personal,1345.95,153,0
39,17,43500.0,518,0.41,3,0,18000.0,36,home_improvement,885.51,80,0
61,2,77200.0,689,0.13,2,1,5000.0,48,personal,1753.38,83,0
27,3,19300.0,488,0.25,3,0,5000.0,24,personal,202.06,26,0
39,6,33000.0,582,0.29,0,0,11000.0,36,personal,495.14,34,0
62,11,67200.0,640,0.29,0,1,19000.0,60,personal,1456.87,40,0
34,3,32900.0,441,0.28,1,1,8000.0,60,home_improvement,1167.68,79,0
26,4,30500.0,403,0.15,0,1,8000.0,12,personal,485.97,83,0
45,12,30300.0,559,0.35,0,0,12000.0,12,personal,250.13,23,0
25,2,19100.0,491,0.29,0,0,17500.0,60,home_improvement,808.67,55,0
40,8,15400.0,535,0.48,2,0,5000.0,24,home_improvement,100.0,34,0
56,24,35600.0,476,0.25,2,0,10500.0,48,home_improvement,747.07,121,0
45,13,50600.0,531,0.24,3,1,5000.0,36,business,1289.9,80,0
31,6,20600.0,587,0.34,4,1,8000.0,12,debt_consolidation,100.0,66,0
40,7,29500.0,602,0.19,1,0,5000.0,12,personal,1292.25,20,0
40,8,26900.0,481,0.33,3,0,13000.0,48,business,1046.86,62,0
44,7,35700.0,493,0.19,2,0,5000.0,60,personal,972.15,75,0
47,13,25700.0,647,0.42,1,1,5000.0,48,debt_consolidation,255.42,67,0
36,12,44600.0,535,0.09,1,1,25000.0,36,debt_consolidation,1374.9,32,0
47,4,33200.0,456,0.23,2,1,16500.0,12,debt_consolidation,1240.78,68,0
